Nombre_Jugador,Posición,Equipo,Edad,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Porcentaje_Triples,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Pérdidas,Robos,Bloqueos,Faltas_Personales,Doble_Dobles,Triple_Dobles,Año
Brent Barry,SG,TOT,26,75.5,28.7,9.7,23.1,4.2,10.7,,5.2,6.0,1.3,6.699999999999999,8.0,7.0,4.6,3.1,1.3,5.9,3,3,1998
Brent Barry,SG,CHI,27,31.9,11.1,3.8,9.6,1.4,4.6,,2.1,2.7,1.1,2.8,3.9,3.1,1.9,1.1,0.3,2.6,1,1,1999
Brent Barry,SG,SEA,28,34.1,11.8,4.1,8.8,2.1,5.0,,1.6,2.0,0.6,4.0,4.7,3.6,1.8,1.3,0.4,2.9,1,1,2000
Brent Barry,SG,SEA,29,26.5,8.8,3.0,6.0,1.6,3.4,,1.3,1.5,0.5,2.7,3.1,3.4,1.3,1.2,0.2,1.9,1,1,2001
Brent Barry,SG,SEA,30,37.5,14.4,5.0,9.8,2.0,4.8,,2.4,2.9,0.7,4.7,5.4,5.3,2.0,1.8,0.5,2.2,1,1,2002
Brent Barry,SG,SEA,31,33.1,10.3,3.5,7.7,1.6,3.9,,1.7,2.1,0.6,3.4,4.0,5.1,1.9,1.5,0.2,2.7,1,1,2003
Brent Barry,SG,SEA,32,30.6,10.8,3.6,7.2,1.9,4.3,,1.5,1.9,0.4,3.1,3.5,5.8,2.4,1.4,0.3,2.1,1,1,2004
Brent Barry,SG,SAS,33,21.5,7.4,2.4,5.7,1.2,3.5,,1.4,1.7,0.4,2.0,2.3,2.2,0.8,0.5,0.2,1.5,1,1,2005
Brent Barry,SG,SAS,34,17.0,5.8,2.1,4.7,1.1,2.7,,0.5,0.8,0.4,1.8,2.1,1.7,0.7,0.5,0.4,1.3,1,1,2006
Brent Barry,SG,SAS,35,21.7,8.5,2.7,5.7,1.7,3.8,,1.4,1.6,0.2,1.9,2.1,1.8,0.8,0.7,0.2,1.2,1,1,2007
Brent Barry,SF,SAS,36,17.9,7.1,2.5,5.2,1.5,3.6,,0.6,0.6,0.4,1.4,1.8,1.7,0.6,0.5,0.1,1.4,1,1,2008
Brent Barry,SG,HOU,37,15.3,3.7,1.3,3.1,0.9,2.3,,0.3,0.4,0.3,1.4,1.7,1.4,0.9,0.4,0.1,0.8,1,1,2009
Brent Price,PG,WSB,24,12.6,3.9,1.5,4.1,0.1,0.7,,0.8,1.0,0.4,1.1,1.5,2.3,1.3,0.8,0.0,1.3,1,1,1993
Brent Price,PG,WSB,25,15.9,6.2,2.2,5.0,0.8,2.3,,1.0,1.3,0.5,0.9,1.4,3.3,1.8,0.8,0.0,1.8,1,1,1994
Brent Price,PG,WSB,27,25.2,10.0,3.1,6.6,1.7,3.7,,2.1,2.4,0.5,2.3,2.8,5.1,1.9,1.0,0.0,2.3,1,1,1996
Brent Price,PG,HOU,28,15.6,5.0,1.8,4.2,0.7,2.1,,0.8,0.8,0.4,0.8,1.2,2.6,1.3,0.7,0.0,1.4,1,1,1997
Brent Price,PG,HOU,29,18.5,5.6,1.8,4.3,1.0,2.6,,1.1,1.4,0.5,1.0,1.5,2.7,1.5,0.7,0.1,2.3,1,1,1998
Brent Price,PG,HOU,30,20.2,7.3,2.5,5.2,1.2,2.8,,1.2,1.5,0.5,1.5,2.0,2.8,1.6,0.8,0.0,2.3,1,1,1999
Brent Price,PG,VAN,31,10.3,3.4,1.0,2.9,0.6,1.7,,0.8,1.0,0.2,0.7,0.9,1.7,1.1,0.4,0.0,1.5,1,1,2000
Brent Price,PG,VAN,32,5.0,2.2,0.5,1.8,0.2,0.7,,1.0,1.2,0.2,0.5,0.7,0.8,0.7,0.3,0.0,1.3,0,0,2001
Brent Price,PG,SAC,33,4.5,1.6,0.5,1.4,0.2,0.8,,0.5,0.7,0.2,0.2,0.4,0.5,0.5,0.2,0.1,0.7,1,0,2002
Brent Scott,PF,IND,25,3.4,1.2,0.5,1.1,0.0,0.0,,0.2,0.4,0.2,0.4,0.6,0.2,0.3,0.1,0.1,0.9,0,0,1997
Brett Szabo,C,BOS,28,9.5,2.2,0.8,1.7,0.0,0.0,,0.6,0.9,0.8,1.6,2.4,0.2,0.6,0.2,0.5,1.7,1,1,1997
Brevin Knight,PG,CLE,22,31.0,9.0,3.3,7.4,0.0,0.1,,2.5,3.1,0.8,2.3,3.2,8.2,2.4,2.5,0.2,3.4,1,1,1998
Brevin Knight,PG,CLE,23,30.4,9.6,3.4,8.1,0.0,0.1,,2.7,3.6,0.4,2.9,3.4,7.7,2.7,1.8,0.2,2.9,1,1,1999
Brevin Knight,PG,CLE,24,27.0,9.3,3.5,8.6,0.0,0.2,,2.2,2.8,0.6,2.4,3.0,7.0,2.4,1.6,0.3,2.8,1,1,2000
Brevin Knight,PG,TOT,25,72.0,14.7,5.8,17.1,0.0,0.4,,2.8,3.5,1.1,6.7,7.8,16.2,4.7,4.9,0.4,8.6,2,2,2001
Brevin Knight,PG,MEM,26,21.7,7.0,2.7,6.3,0.0,0.2,,1.6,2.2,0.2,1.8,2.1,5.7,2.1,1.5,0.1,2.5,1,1,2002
Brevin Knight,PG,MEM,27,16.9,3.9,1.8,4.1,0.0,0.1,,0.4,0.7,0.3,1.2,1.5,4.2,1.7,1.3,0.0,2.2,1,1,2003
Brevin Knight,PG,TOT,28,63.5,15.6,6.2,14.7,0.0,0.4,,2.9,3.8,0.7,6.5,7.199999999999999,12.8,4.9,5.5,0.3,6.5,3,3,2004
Brevin Knight,PG,CHA,29,29.5,10.1,3.8,8.9,0.0,0.3,,2.5,3.0,0.3,2.3,2.6,9.0,2.2,2.0,0.1,2.9,1,1,2005
Brevin Knight,PG,CHA,30,34.1,12.6,4.5,11.2,0.0,0.2,,3.7,4.6,0.5,2.7,3.2,8.8,2.4,2.3,0.1,2.9,1,1,2006
Brevin Knight,PG,CHA,31,28.3,9.1,3.4,8.1,0.0,0.4,,2.3,2.8,0.3,2.2,2.6,6.6,2.1,1.5,0.1,2.5,1,1,2007
Brevin Knight,PG,LAC,32,22.6,4.6,1.9,4.6,0.0,0.1,,0.8,1.0,0.2,1.7,1.9,4.4,1.0,1.4,0.1,2.2,1,1,2008
Brevin Knight,PG,UTA,33,12.7,2.4,0.9,2.6,0.0,0.1,,0.6,0.9,0.2,1.0,1.2,2.6,0.9,0.9,0.1,1.3,1,1,2009
Brian Bowen,SF,IND,21,5.2,1.0,0.5,1.7,0.0,0.3,,0.0,0.0,0.2,1.0,1.2,0.0,0.2,0.0,0.2,0.5,0,0,2020
Brian Bowen,SF,IND,22,2.5,0.5,0.2,0.7,0.0,0.2,,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0,0,2021
Brian Cardinal,PF,DET,23,8.4,2.1,0.7,2.1,0.0,0.3,,0.7,1.2,0.5,1.0,1.5,0.2,0.6,0.5,0.1,1.8,1,0,2001
Brian Cardinal,PF,DET,24,5.4,2.1,0.8,1.6,0.4,0.9,,0.3,0.3,0.3,0.5,0.8,0.3,0.0,0.1,0.0,0.6,0,0,2002
Brian Cardinal,PF,WAS,25,3.0,0.8,0.2,0.8,0.0,0.2,,0.4,0.4,0.6,0.4,1.0,0.2,0.2,0.0,0.0,0.0,0,0,2003
Brian Cardinal,PF,GSW,26,21.5,9.6,2.9,6.1,0.7,1.6,,3.1,3.6,1.3,2.9,4.2,1.4,1.1,0.9,0.3,2.7,1,1,2004
Brian Cardinal,PF,MEM,27,24.7,9.0,2.8,7.4,0.8,2.2,,2.7,3.1,1.1,2.8,3.9,2.0,1.4,1.5,0.3,3.0,1,1,2005
Brian Cardinal,PF,MEM,28,11.2,3.4,1.3,3.1,0.4,0.8,,0.5,0.8,0.3,1.2,1.5,0.9,0.8,0.6,0.0,1.8,1,1,2006
Brian Cardinal,PF,MEM,29,11.2,4.5,1.5,3.0,0.6,1.6,,0.9,1.0,0.5,1.6,2.1,1.1,0.8,0.8,0.0,1.5,1,1,2007
Brian Cardinal,PF,MEM,30,11.9,3.4,1.2,3.4,0.7,2.2,,0.4,0.5,0.7,1.9,2.6,0.6,0.6,0.3,0.1,1.7,1,1,2008
Brian Cardinal,PF,MIN,31,14.2,3.0,1.0,2.6,0.5,1.4,,0.5,0.5,0.6,1.6,2.2,1.2,0.8,0.6,0.2,2.1,1,1,2009
Brian Cardinal,PF,MIN,32,9.2,1.7,0.5,1.2,0.1,0.3,,0.6,0.6,0.2,0.8,1.0,0.8,0.2,0.3,0.1,1.9,1,1,2010
Brian Cardinal,SF,DAL,33,11.0,2.6,0.8,1.8,0.8,1.6,,0.3,0.3,0.2,0.9,1.1,0.7,0.3,0.4,0.1,1.5,1,1,2011
Brian Cardinal,SF,DAL,34,6.3,1.0,0.3,1.3,0.2,1.1,,0.1,0.1,0.1,0.7,0.8,0.4,0.2,0.2,0.0,0.9,1,1,2012
Brian Cook,C,LAL,23,12.6,4.4,1.9,4.0,0.0,0.1,,0.6,0.8,0.9,2.0,2.9,0.6,0.5,0.5,0.5,1.8,1,1,2004
Brian Cook,C,LAL,24,15.1,6.4,2.4,5.9,1.1,2.8,,0.4,0.5,0.9,2.1,3.0,0.5,0.4,0.3,0.4,1.9,1,1,2005
Brian Cook,PF,LAL,25,19.0,7.9,3.2,6.3,0.4,1.0,,1.0,1.2,1.1,2.3,3.4,0.9,0.8,0.5,0.4,2.5,1,1,2006
Brian Cook,PF,LAL,26,15.7,6.9,2.8,6.3,0.7,1.8,,0.5,0.7,0.9,2.4,3.3,1.0,0.8,0.4,0.4,2.1,1,1,2007
Brian Cook,PF,TOT,27,36.4,12.0,4.3,12.8,2.0,6.3,,1.4,1.5,1.7,4.3,6.0,1.5,2.3,0.8,0.5,4.7,3,2,2008
Brian Cook,PF,TOT,28,15.5,6.8,2.6,7.2,1.1,2.8,,0.4,0.5,0.6,2.2,3.0,0.5,1.1,0.2,0.4,2.3,2,0,2009
Brian Cook,PF,HOU,29,2.9,1.4,0.5,1.5,0.1,0.6,,0.3,0.5,0.1,0.5,0.6,0.1,0.4,0.0,0.1,0.3,0,0,2010
Brian Cook,PF,LAC,30,11.2,4.8,1.8,4.3,0.9,2.0,,0.4,0.6,0.5,1.9,2.4,0.4,0.6,0.3,0.3,1.9,1,1,2011
Brian Cook,PF,TOT,31,25.9,7.5,3.0,9.3,0.8999999999999999,4.7,,0.8999999999999999,1.0,1.0,5.0,5.9,0.9,1.0,0.6,0.6,4.5,3,0,2012
Brian Davis,SF,MIN,23,5.5,1.9,0.6,1.9,0.0,0.0,,0.7,1.0,0.3,0.5,0.8,0.3,0.3,0.2,0.1,0.5,1,1,1994
Brian Evans,SF,ORL,23,4.2,1.4,0.6,1.6,0.3,0.6,,0.0,0.0,0.1,0.5,0.6,0.5,0.1,0.1,0.1,0.4,0,0,1997
Brian Evans,SF,TOT,24,37.1,13.3,5.1,12.8,1.3,3.7,,1.7,2.2,2.0,3.6,5.699999999999999,2.4,1.5,1.2,0.6000000000000001,4.3,3,3,1998
Brian Evans,SF,TOT,25,24.9,5.6000000000000005,2.2,7.9,0.7,2.2,,0.7,0.7,1.2000000000000002,2.0,3.1,2.4,0.3,1.0,0.5,1.3,2,2,1999
Brian Grant,PF,SAC,22,28.6,13.2,5.2,10.1,0.0,0.1,,2.9,4.5,2.6,4.9,7.5,1.2,2.0,0.6,1.5,3.5,1,1,1995
Brian Grant,PF,SAC,23,30.7,14.4,5.5,10.8,0.1,0.2,,3.4,4.6,2.2,4.7,7.0,1.6,2.4,0.5,1.3,3.4,1,1,1996
Brian Grant,PF,SAC,24,25.3,10.5,3.8,8.6,0.0,0.0,,2.9,3.8,2.0,3.9,5.9,1.2,1.8,0.8,1.0,3.1,1,1,1997
Brian Grant,SF,POR,25,31.5,12.1,4.6,9.1,0.0,0.0,,2.8,3.7,3.2,5.9,9.1,1.4,1.8,0.7,0.7,3.0,1,1,1998
Brian Grant,PF,POR,26,31.8,11.5,3.8,8.0,0.0,0.0,,3.8,4.7,3.6,6.2,9.8,1.4,2.0,0.4,0.7,2.8,1,1,1999
Brian Grant,PF,POR,27,21.0,7.3,2.7,5.6,0.0,0.0,,1.8,2.6,1.9,3.5,5.5,1.0,1.3,0.5,0.4,2.6,1,1,2000
Brian Grant,C,MIA,28,33.8,15.2,5.9,12.3,0.0,0.0,,3.4,4.3,2.6,6.1,8.8,1.2,2.1,0.7,0.9,3.6,1,1,2001
Brian Grant,PF,MIA,29,31.3,9.3,4.0,8.5,0.0,0.0,,1.4,1.7,2.3,5.7,8.0,1.9,1.7,0.7,0.4,3.3,1,1,2002
Brian Grant,C,MIA,30,32.2,10.3,4.2,8.2,0.0,0.0,,1.9,2.5,2.9,7.3,10.2,1.3,1.6,0.8,0.6,3.7,1,1,2003
Brian Grant,C,MIA,31,30.3,8.7,3.8,8.1,0.0,0.0,,1.1,1.4,2.3,4.6,6.9,0.9,1.1,0.7,0.5,3.3,1,1,2004
Brian Grant,C,LAL,32,16.5,3.8,1.5,3.0,0.0,0.0,,0.8,1.1,1.5,2.3,3.7,0.5,0.6,0.3,0.3,2.5,1,1,2005
Brian Grant,C,PHO,33,11.8,2.9,1.3,3.1,0.0,0.0,,0.3,0.4,0.5,2.2,2.7,0.3,0.3,0.2,0.1,2.1,1,0,2006
Brian Howard,SF,DAL,24,11.8,4.9,2.0,3.9,0.0,0.1,,0.8,1.1,0.6,1.3,1.9,0.5,0.6,0.4,0.3,2.0,1,1,1992
Brian Howard,SF,DAL,25,19.0,6.5,2.7,6.1,0.0,0.1,,1.1,1.4,1.0,2.1,3.1,1.0,1.0,0.8,0.5,3.2,1,1,1993
Brian Oliver,SG,PHI,22,11.0,3.8,1.5,3.7,0.1,0.2,,0.7,1.0,0.2,0.8,1.1,1.2,0.7,0.5,0.1,1.0,1,1,1991
Brian Oliver,SG,PHI,23,8.2,2.4,1.0,2.9,0.0,0.1,,0.4,0.6,0.3,0.6,0.9,0.6,0.7,0.3,0.1,1.0,1,1,1992
Brian Oliver,SG,WSB,26,7.0,2.3,0.7,1.5,0.0,0.0,,1.0,1.3,0.0,0.7,0.7,0.7,0.5,0.0,0.0,1.3,0,0,1995
Brian Oliver,SG,ATL,29,12.2,3.0,1.4,3.8,0.0,0.0,,0.2,0.8,0.6,1.2,1.8,0.4,0.2,0.2,0.0,0.8,0,0,1998
Brian Quinnett,SG,NYK,24,14.9,4.7,2.0,4.5,0.2,0.6,,0.4,0.5,1.0,1.2,2.1,0.8,0.8,0.3,0.2,1.5,1,1,1991
Brian Quinnett,SG,TOT,25,25.4,8.7,3.3,9.6,0.9,3.2,,1.2,2.1,1.3,2.8,4.1,0.8999999999999999,1.2,1.3,0.6,2.4,3,1,1992
Brian Roberts,PG,NOH,27,17.0,7.1,2.7,6.6,0.8,2.0,,0.9,1.0,0.2,1.0,1.2,2.8,0.9,0.5,0.0,1.4,1,1,2013
Brian Roberts,PG,NOP,28,23.2,9.4,3.4,8.1,0.9,2.5,,1.7,1.8,0.2,1.7,1.9,3.3,1.3,0.6,0.1,1.8,1,1,2014
Brian Roberts,PG,CHO,29,18.5,6.7,2.4,6.3,0.9,2.7,,0.9,1.0,0.2,1.3,1.5,2.3,0.8,0.5,0.1,1.0,1,1,2015
Brian Roberts,PG,TOT,30,26.8,11.7,4.3,9.4,0.8999999999999999,2.4,,2.3000000000000003,2.6,0.3,2.0,2.4,3.2,1.3,0.5,0.0,2.1,3,3,2016
Brian Roberts,PG,CHO,31,10.1,3.5,1.1,3.0,0.4,1.1,,0.8,1.0,0.1,0.8,1.0,1.3,0.6,0.2,0.0,0.4,1,1,2017
Brian Scalabrine,PF,NJN,23,10.4,2.1,0.8,2.4,0.1,0.4,,0.4,0.5,0.4,1.4,1.8,0.8,0.9,0.3,0.1,1.4,1,1,2002
Brian Scalabrine,PF,NJN,24,12.3,3.1,1.2,2.9,0.2,0.7,,0.5,0.6,0.7,1.7,2.4,0.8,0.8,0.3,0.3,1.3,1,1,2003
Brian Scalabrine,PF,NJN,25,13.4,3.5,1.2,3.2,0.1,0.6,,0.8,1.0,0.6,1.9,2.5,0.9,0.6,0.3,0.2,1.6,1,1,2004
Brian Scalabrine,PF,NJN,26,21.6,6.3,2.4,6.1,0.4,1.3,,1.0,1.3,1.5,3.0,4.5,1.6,1.2,0.6,0.3,2.1,1,1,2005
Brian Scalabrine,PF,BOS,27,13.2,2.9,1.0,2.7,0.4,1.2,,0.4,0.5,0.4,1.2,1.6,0.7,0.7,0.3,0.3,1.8,1,1,2006
Brian Scalabrine,PF,BOS,28,19.0,4.0,1.4,3.5,0.8,2.0,,0.3,0.4,0.4,1.5,1.9,1.1,0.8,0.4,0.3,2.4,1,1,2007
Brian Scalabrine,PF,BOS,29,10.7,1.8,0.6,2.0,0.3,1.0,,0.3,0.4,0.5,1.2,1.6,0.8,0.5,0.2,0.2,1.3,1,1,2008
Brian Scalabrine,C,BOS,30,12.9,3.5,1.2,2.9,0.6,1.6,,0.4,0.5,0.2,1.1,1.3,0.5,0.3,0.2,0.3,1.9,1,1,2009
Brian Scalabrine,PF,BOS,31,9.1,1.5,0.6,1.6,0.3,0.9,,0.1,0.1,0.2,0.8,0.9,0.5,0.3,0.2,0.1,1.1,1,1,2010
Brian Scalabrine,PF,CHI,32,4.9,1.1,0.6,1.1,0.0,0.3,,0.0,0.0,0.1,0.4,0.4,0.3,0.3,0.2,0.2,1.0,0,0,2011
Brian Scalabrine,PF,CHI,33,4.4,1.1,0.5,1.1,0.0,0.3,,0.1,0.2,0.3,0.5,0.8,0.5,0.3,0.2,0.2,0.3,1,1,2012
Brian Shaw,PG,BOS,24,35.1,13.8,5.6,11.9,0.0,0.3,,2.6,3.2,1.3,3.4,4.7,7.6,2.8,1.3,0.4,2.6,1,1,1991
Brian Shaw,PG,TOT,25,69.7,25.200000000000003,10.4,25.3,0.2,1.1,,4.0,4.9,2.2,7.9,10.2,12.7,5.0,2.6,1.2,5.4,3,3,1992
Brian Shaw,PG,MIA,26,23.6,7.3,2.9,7.4,0.6,1.9,,0.9,1.1,1.0,2.8,3.8,3.5,1.4,0.7,0.3,2.4,1,1,1993
Brian Shaw,SG,MIA,27,26.5,9.0,3.6,8.7,0.9,2.8,,0.8,1.2,1.4,3.2,4.5,5.0,2.2,0.9,0.3,2.5,1,1,1994
Brian Shaw,PG,ORL,28,23.5,6.4,2.5,6.3,0.6,2.4,,0.9,1.2,0.7,2.4,3.1,5.2,2.4,0.9,0.2,2.4,1,1,1995
Brian Shaw,PG,ORL,29,22.4,6.6,2.4,6.5,0.5,1.9,,1.2,1.5,0.8,2.2,3.0,4.5,2.3,0.8,0.1,2.1,1,1,1996
Brian Shaw,PG,ORL,30,24.2,7.2,2.5,6.7,0.8,2.5,,1.4,1.8,0.6,1.9,2.5,4.1,2.2,0.9,0.3,2.6,1,1,1997
Brian Shaw,PG,TOT,31,77.4,18.8,7.800000000000001,22.5,1.4,4.7,,1.7999999999999998,2.7,2.0,8.8,10.7,13.2,4.8,2.4,0.9,7.699999999999999,3,3,1998
Brian Shaw,PG,POR,32,5.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1999
Brian Shaw,SG,LAL,33,16.9,4.1,1.7,4.4,0.2,0.8,,0.6,0.7,0.6,2.3,2.9,2.7,1.0,0.5,0.2,1.4,1,1,2000
Brian Shaw,SG,LAL,34,22.9,5.3,2.1,5.1,0.5,1.7,,0.6,0.8,0.6,3.2,3.8,3.2,1.2,0.6,0.3,2.0,1,1,2001
Brian Shaw,PG,LAL,35,10.9,2.9,1.1,3.0,0.5,1.5,,0.3,0.4,0.3,1.6,1.9,1.5,0.6,0.4,0.1,0.7,1,1,2002
Brian Shaw,PG,LAL,36,12.5,3.5,1.4,3.6,0.5,1.5,,0.1,0.2,0.3,1.4,1.7,1.4,0.8,0.4,0.2,0.9,1,1,2003
Brian Skinner,PF,LAC,22,12.3,4.1,1.6,3.4,0.0,0.0,,1.0,1.6,1.0,1.6,2.5,0.0,0.9,0.5,0.6,1.0,1,1,1999
Brian Skinner,PF,LAC,23,23.5,5.4,2.1,4.1,0.0,0.0,,1.3,2.0,1.9,4.2,6.1,0.3,1.1,0.5,1.3,2.3,1,1,2000
Brian Skinner,PF,LAC,24,15.0,4.1,1.6,4.1,0.0,0.0,,0.8,1.5,1.4,2.9,4.3,0.5,0.8,0.4,0.3,1.6,1,1,2001
Brian Skinner,PF,CLE,25,17.0,3.4,1.4,2.5,0.0,0.0,,0.7,1.2,1.4,2.9,4.3,0.3,0.6,0.4,0.9,2.0,1,1,2002
Brian Skinner,PF,PHI,26,17.9,6.0,2.4,4.3,0.0,0.0,,1.3,2.1,1.8,3.0,4.8,0.2,0.8,0.6,0.7,2.3,1,1,2003
Brian Skinner,C,MIL,27,28.2,10.5,4.6,9.2,0.0,0.0,,1.4,2.5,2.1,5.2,7.3,0.9,1.4,0.5,1.1,2.9,1,1,2004
Brian Skinner,C-PF,TOT,28,57.3,14.2,6.3,12.5,0.0,0.0,,1.5,4.2,6.6,10.5,17.0,2.6,2.4000000000000004,1.8,3.0,6.2,3,2,2005
Brian Skinner,PF-C,TOT,29,44.900000000000006,9.0,3.9,7.7,0.0,0.0,,1.3,2.7,3.7,7.199999999999999,10.9,1.4,2.2,1.2,2.1,5.6,3,3,2006
Brian Skinner,PF,MIL,30,22.7,4.4,1.9,3.8,0.0,0.0,,0.7,1.2,1.6,4.2,5.7,0.9,1.1,0.3,1.0,2.9,1,1,2007
Brian Skinner,C,PHO,31,12.8,3.3,1.4,3.0,0.0,0.0,,0.5,1.0,1.0,2.7,3.6,0.2,0.6,0.3,1.2,1.7,1,1,2008
Brian Skinner,PF,LAC,32,16.5,4.2,1.8,4.0,0.0,0.0,,0.6,0.9,1.4,2.6,4.0,0.5,0.8,0.3,1.0,1.8,1,1,2009
Brian Skinner,PF,LAC,33,7.7,1.6,0.6,1.6,0.0,0.0,,0.4,0.5,0.6,1.1,1.7,0.0,0.4,0.2,0.3,1.3,1,0,2010
Brian Skinner,C,MIL,34,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2011
Brian Skinner,C,MEM,35,4.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2012
Briante Weber,PG,TOT,23,54.8,11.2,5.2,12.9,0.0,1.5,,0.9,1.2999999999999998,2.4000000000000004,6.1,8.6,7.3,2.8,2.8,0.9,4.5,2,2,2016
Briante Weber,PG,TOT,24,29.1,8.6,3.5,8.5,0.2,1.4,,1.6,2.2,1.0,2.6,3.6,3.0,1.2000000000000002,1.7,0.2,2.3,2,2,2017
Briante Weber,PG,TOT,25,46.1,9.6,3.8,8.3,0.5,1.7,,1.5,2.1,1.6,5.1,6.699999999999999,4.0,2.9000000000000004,3.4000000000000004,0.9,5.0,3,2,2018
Brice Johnson,PF,LAC,22,3.0,1.3,0.7,2.3,0.0,0.0,,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.7,0.3,0.0,0,0,2017
Brice Johnson,PF,TOT,23,16.3,7.2,3.3,6.9,0.0,0.2,,0.5,0.8,1.5,3.6,5.1,0.3,0.8,1.5,0.9,2.2,3,0,2018
Britton Johnsen,C,ORL,24,14.5,2.1,0.9,3.0,0.1,0.6,,0.4,0.8,0.8,1.5,2.3,0.6,0.7,0.4,0.1,1.4,1,1,2004
Britton Johnsen,SF,IND,25,14.5,2.0,1.0,3.7,0.0,0.7,,0.0,0.0,0.8,0.8,1.7,0.7,0.5,0.2,0.0,1.7,1,0,2005
Brodric Thomas,SG,TOT,24,31.9,10.5,3.0,8.8,1.3,5.2,,3.2,4.6,0.8999999999999999,3.7,4.5,2.8,2.3,1.3,0.8999999999999999,3.9,2,2,2021
Brook Lopez,C,NJN,20,30.5,13.0,5.5,10.3,0.0,0.0,,2.1,2.6,2.7,5.4,8.1,1.0,1.8,0.5,1.8,3.1,1,1,2009
Brook Lopez,C,NJN,21,36.9,18.8,6.9,13.8,0.0,0.0,,5.1,6.2,3.3,5.4,8.6,2.3,2.5,0.7,1.7,3.1,1,1,2010
Brook Lopez,C,NJN,22,35.2,20.4,7.9,16.0,0.0,0.0,,4.7,6.0,2.4,3.5,6.0,1.6,2.1,0.6,1.5,2.9,1,1,2011
Brook Lopez,C,NJN,23,27.2,19.2,7.6,15.4,0.0,0.0,,4.0,6.4,1.6,2.0,3.6,1.2,1.2,0.2,0.8,1.6,1,0,2012
Brook Lopez,C,BRK,24,30.4,19.4,7.7,14.8,0.0,0.0,,4.0,5.3,2.8,4.1,6.9,0.9,1.8,0.4,2.1,2.1,1,1,2013
Brook Lopez,C,BRK,25,31.4,20.7,7.6,13.5,0.0,0.1,,5.5,6.8,2.3,3.7,6.0,0.9,1.6,0.5,1.8,3.1,1,1,2014
Brook Lopez,C,BRK,26,29.2,17.2,7.0,13.7,0.0,0.1,,3.1,3.8,3.0,4.5,7.4,0.7,1.4,0.6,1.8,2.9,1,1,2015
Brook Lopez,C,BRK,27,33.7,20.6,8.1,15.8,0.0,0.2,,4.3,5.5,2.8,5.1,7.8,2.0,2.4,0.8,1.7,2.9,1,1,2016
Brook Lopez,C,BRK,28,29.6,20.5,7.4,15.6,1.8,5.2,,3.9,4.9,1.6,3.8,5.4,2.3,2.5,0.5,1.7,2.6,1,1,2017
Brook Lopez,C,LAL,29,23.4,13.0,5.0,10.7,1.5,4.4,,1.5,2.1,1.0,3.0,4.0,1.7,1.3,0.4,1.3,2.6,1,1,2018
Brook Lopez,C,MIL,30,28.7,12.5,4.4,9.7,2.3,6.3,,1.4,1.6,0.4,4.5,4.9,1.2,1.0,0.6,2.2,2.3,1,1,2019
Brook Lopez,C,MIL,31,26.7,12.0,4.3,9.9,1.5,4.8,,1.9,2.2,0.9,3.7,4.6,1.5,1.0,0.7,2.4,2.4,1,1,2020
Brook Lopez,C,MIL,32,27.2,12.3,4.6,9.1,1.4,4.0,,1.7,2.0,1.5,3.5,5.0,0.7,0.9,0.6,1.5,2.1,1,1,2021
Brooks Thompson,PG,ORL,24,6.5,3.1,1.2,3.0,0.5,1.5,,0.2,0.3,0.2,0.4,0.6,1.1,0.7,0.3,0.1,1.2,1,1,1995
Brooks Thompson,PG,ORL,25,7.5,4.2,1.5,3.1,0.8,1.9,,0.6,0.8,0.1,0.6,0.7,0.9,0.7,0.4,0.0,1.1,1,1,1996
Brooks Thompson,PG,TOT,26,35.8,13.4,4.9,12.8,2.9,7.4,,0.8,1.2,0.6,2.4,2.9,6.0,3.1,1.6,0.0,4.3,2,2,1997
Brooks Thompson,PG,TOT,27,16.2,5.9,2.4000000000000004,5.7,0.9,3.0,,0.4,0.8,0.1,1.4,1.5,2.5,1.5,1.0,0.1,2.1,2,2,1998
Bruce Bowen,SF,MIA,25,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1997
Bruce Bowen,SF,BOS,26,21.4,5.6,2.0,4.9,0.3,1.0,,1.2,2.0,1.3,1.6,2.9,1.3,0.9,1.4,0.5,2.9,1,1,1998
Bruce Bowen,SF,BOS,27,16.5,2.3,0.9,3.1,0.2,0.9,,0.4,0.8,0.5,1.2,1.7,0.9,0.4,0.7,0.3,1.7,1,1,1999
